0,1,2
2.8643605967371957,"{'C': 50, 'epsilon': 0.01, 'max_iter': 5, 'tolerance': 0.001, 'degree': 5, 'offset': 2}","[2.6033867324868845, 3.0905046707004313, 2.825449717212222, 3.3516186472502154, 2.4508432160362243]"
3.147614848521597,"{'C': 75, 'epsilon': 0.1, 'max_iter': 5, 'tolerance': 0.001, 'degree': 5, 'offset': 3}","[2.9673648339796785, 4.7510858476880475, 2.5691380345572425, 2.846562518614817, 2.603923007768198]"
3.168657921908357,"{'C': 50, 'epsilon': 0.1, 'max_iter': 5, 'tolerance': 0.001, 'degree': 5, 'offset': 3}","[2.451707181718443, 2.9836945287246746, 2.7290733997037617, 3.103635797781766, 4.575178701613139]"
3.1955996114516436,"{'C': 50, 'epsilon': 0.1, 'max_iter': 10, 'tolerance': 0.001, 'degree': 5, 'offset': 3}","[3.5752315958174012, 2.9206245245327587, 4.409470199836109, 2.7111329543950258, 2.3615387826769223]"
3.2221829541064935,"{'C': 75, 'epsilon': 0.01, 'max_iter': 10, 'tolerance': 0.001, 'degree': 4, 'offset': 2}","[3.2658192554361056, 3.6360173133003553, 2.923914165837315, 3.293481108965192, 2.9916829269935015]"
3.27638505743174,"{'C': 75, 'epsilon': 0.1, 'max_iter': 2, 'tolerance': 0.01, 'degree': 4, 'offset': 3}","[2.425536569844195, 4.205742937398232, 2.695589279312699, 3.3916412340456925, 3.663415266557882]"
3.381063195587584,"{'C': 75, 'epsilon': 0.1, 'max_iter': 10, 'tolerance': 0.001, 'degree': 5, 'offset': 3}","[3.966832736481951, 3.4363239934251353, 3.5653334560459053, 2.706422575156897, 3.2304032168280306]"
3.410532739869693,"{'C': 75, 'epsilon': 0.1, 'max_iter': 2, 'tolerance': 0.01, 'degree': 5, 'offset': 1}","[3.1256863952847835, 3.7426346943646127, 3.543566841457223, 2.9122502307085854, 3.728525537533259]"
3.4565760662935845,"{'C': 50, 'epsilon': 0.1, 'max_iter': 5, 'tolerance': 0.001, 'degree': 5, 'offset': 2}","[3.5029601962198527, 3.984728748231359, 3.7223654010588936, 2.8837070695173623, 3.1891189164404565]"
3.4583946065823765,"{'C': 75, 'epsilon': 0.1, 'max_iter': 10, 'tolerance': 0.01, 'degree': 4, 'offset': 1}","[3.0256270684444186, 2.753018358248486, 5.281421575941585, 3.6517752164759347, 2.580130813801459]"
