0,1,2
2.881782318126537,"{'C': 75, 'epsilon': 0.01, 'max_iter': 50, 'tolerance': 0.01, 'degree': 5, 'offset': 2}","[2.6421850156196993, 2.5042338148873404, 2.596378774639537, 2.5590050101831516, 4.107108975302956]"
2.914767896119694,"{'C': 100, 'epsilon': 0.1, 'max_iter': 10, 'tolerance': 0.001, 'degree': 5, 'offset': 2}","[2.678112885482415, 2.685009950723142, 3.074127588816666, 2.91246233480618, 3.2241267207700655]"
3.028329849703712,"{'C': 100, 'epsilon': 0.01, 'max_iter': 50, 'tolerance': 0.01, 'degree': 5, 'offset': 2}","[3.0030961866318724, 2.930803352208109, 3.6150463035874725, 3.000250281365068, 2.592453124726041]"
3.0656681574898315,"{'C': 100, 'epsilon': 0.01, 'max_iter': 10, 'tolerance': 0.01, 'degree': 5, 'offset': 1}","[3.2306441381183673, 3.1573374956907174, 2.9808631236167344, 3.510275247278912, 2.449220782744427]"
3.0660663245361484,"{'C': 50, 'epsilon': 0.001, 'max_iter': 10, 'tolerance': 0.001, 'degree': 5, 'offset': 2}","[2.6841124914811862, 2.9457809106744004, 3.543246031015883, 3.4021857310664982, 2.7550064584427747]"
3.074170498499818,"{'C': 100, 'epsilon': 0.001, 'max_iter': 10, 'tolerance': 0.01, 'degree': 5, 'offset': 2}","[2.904754084830975, 3.494306404451157, 2.7260641164732724, 3.6350833365116557, 2.6106445502320295]"
3.082787251370081,"{'C': 100, 'epsilon': 0.001, 'max_iter': 10, 'tolerance': 0.001, 'degree': 5, 'offset': 2}","[2.639865296421021, 3.226296968649883, 2.4942703982867904, 2.9200755130140092, 4.1334280804787]"
3.0929762956352933,"{'C': 50, 'epsilon': 0.1, 'max_iter': 50, 'tolerance': 0.01, 'degree': 5, 'offset': 2}","[3.0321504261464725, 2.4278010826836485, 2.725169673152384, 2.638546166981075, 4.641214129212885]"
3.1557134512264655,"{'C': 100, 'epsilon': 0.01, 'max_iter': 50, 'tolerance': 0.001, 'degree': 5, 'offset': 2}","[2.906264191311863, 3.1380948435569587, 3.28673488704674, 2.8112046386486567, 3.63626869556811]"
3.1859502268613893,"{'C': 50, 'epsilon': 0.1, 'max_iter': 10, 'tolerance': 0.01, 'degree': 5, 'offset': 2}","[3.0005225931045705, 3.112870050763538, 3.7589508000529404, 2.986625176545745, 3.0707825138401534]"
3.188756264806552,"{'C': 75, 'epsilon': 0.01, 'max_iter': 50, 'tolerance': 0.001, 'degree': 5, 'offset': 2}","[2.6522392308588523, 2.668874115128481, 3.5372063437590673, 3.554694487086692, 3.5307671471996662]"
3.2011355337587704,"{'C': 50, 'epsilon': 0.01, 'max_iter': 50, 'tolerance': 0.001, 'degree': 5, 'offset': 2}","[3.3476300006331625, 3.0226418257588925, 2.733107868184385, 2.6228277544115666, 4.279470219805846]"
3.22003779422782,"{'C': 100, 'epsilon': 0.1, 'max_iter': 50, 'tolerance': 0.001, 'degree': 5, 'offset': 2}","[2.9536351392441347, 2.8226874777493034, 3.7733532642261904, 3.196456615648055, 3.3540564742714185]"
3.2436037354914355,"{'C': 50, 'epsilon': 0.001, 'max_iter': 50, 'tolerance': 0.001, 'degree': 5, 'offset': 2}","[2.6625288316438445, 3.012151396242353, 3.674143309828117, 3.24947538822077, 3.619719751522094]"
3.2583419208983564,"{'C': 50, 'epsilon': 0.1, 'max_iter': 50, 'tolerance': 0.001, 'degree': 5, 'offset': 2}","[3.2654436165948093, 3.4363189255688456, 3.584437979784718, 3.156218637238854, 2.849290445304553]"
3.262395172852417,"{'C': 50, 'epsilon': 0.1, 'max_iter': 10, 'tolerance': 0.001, 'degree': 5, 'offset': 2}","[3.8350043530388467, 4.288144744070509, 2.3477858739031667, 2.790821457302117, 3.0502194359474455]"
3.2740431870219537,"{'C': 100, 'epsilon': 0.01, 'max_iter': 10, 'tolerance': 0.01, 'degree': 5, 'offset': 2}","[2.414930084176002, 2.2141567150034276, 4.111207610864199, 4.031121463194281, 3.598800061871858]"
3.3605147362229753,"{'C': 75, 'epsilon': 0.001, 'max_iter': 10, 'tolerance': 0.001, 'degree': 5, 'offset': 2}","[3.0215071199371164, 4.355273998285444, 3.145214117602289, 2.8468420074940664, 3.4337364377959583]"
3.3782785369957766,"{'C': 100, 'epsilon': 0.1, 'max_iter': 10, 'tolerance': 0.01, 'degree': 5, 'offset': 1}","[3.134130107813862, 3.3567491913891456, 3.0788871160351516, 2.8808010618701543, 4.4408252078705654]"
3.38046662227501,"{'C': 100, 'epsilon': 0.01, 'max_iter': 10, 'tolerance': 0.001, 'degree': 5, 'offset': 2}","[3.1191409665786964, 3.617321733675664, 2.5806470363303475, 3.8250002727587122, 3.7602231020316275]"
3.390204477198714,"{'C': 75, 'epsilon': 0.01, 'max_iter': 10, 'tolerance': 0.001, 'degree': 5, 'offset': 2}","[3.346516184800469, 2.522693919920608, 3.024331604893014, 3.451283470738782, 4.606197205640698]"
3.4210778713275003,"{'C': 75, 'epsilon': 0.1, 'max_iter': 50, 'tolerance': 0.001, 'degree': 5, 'offset': 2}","[3.816219455785392, 3.018322330848024, 4.512360846465057, 3.0477656840299394, 2.7107210395090893]"
